Indicador;Comunidad autónoma;Grupo de gasto;periodo;Total
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2018;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2017;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2016;..
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2023;21,2
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2022;18,2
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2021;23,3
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2020;17,2
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2019;18,3
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2018;23,5
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2017;23,6
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2016;29,3
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2023;4,8
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2022;3,7
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2021;5,1
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2020;4,9
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2019;6,6
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2018;8,1
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2017;7,8
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2016;9,7
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2023;45,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2022;53,1
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2021;35,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2020;49,1
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2019;41,4
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2018;43,5
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2017;47,0
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2016;47,6
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2023;13,8
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2022;13,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2021;12,6
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2020;17,1
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2019;18,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2018;18,9
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2017;20,2
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2016;23,5
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2023;41,7
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2022;55,2
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2021;31,9
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2020;23,9
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2019;31,7
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2018;34,4
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2017;45,7
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2016;50,8
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2023;15,1
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2022;14,3
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2021;22,3
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2020;14,5
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2019;21,0
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2018;25,9
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2017;29,5
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2016;29,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2023;17,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2022;63,1
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2021;43,2
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2020;34,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2019;49,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2018;42,5
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2017;40,1
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2016;51,9
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2023;8,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2022;9,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2021;6,3
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2020;5,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2019;8,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2018;19,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2017;17,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2016;20,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2023;28,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2022;19,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2021;22,7
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2020;19,0
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2019;26,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2018;32,3
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2017;28,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2016;44,1
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2023;3,1
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2022;3,8
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2021;4,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2020;3,0
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2019;4,4
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2018;6,8
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2017;7,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2016;11,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2023;28,6
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2022;19,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2021;24,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2020;20,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2019;35,8
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2018;31,3
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2017;38,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2016;40,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2023;18,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2022;18,8
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2021;17,3
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2020;18,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2019;21,8
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2018;25,9
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2017;30,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2016;32,5
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2023;39,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2022;51,8
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2021;63,2
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2020;50,6
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2019;45,2
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2018;49,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2017;54,0
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro;2016;60,6
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2023;12,8
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2022;11,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2021;22,1
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2020;18,6
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2019;15,7
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2018;16,5
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2017;20,3
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Publicaciones periódicas;2016;19,9
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2023;33,1
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2022;30,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2021;25,4
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2020;30,9
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2019;35,7
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2018;39,7
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2017;32,5
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro;2016;42,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2023;3,5
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2022;3,8
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2021;4,9
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2020;12,3
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2019;5,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2018;5,8
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2017;6,4
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Publicaciones periódicas;2016;8,4
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2023;36,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2022;57,1
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2021;33,9
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2020;36,5
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2019;41,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2018;39,8
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2017;51,4
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro;2016;64,9
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2023;4,9
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2022;8,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2021;9,4
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2020;9,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2019;12,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2018;13,4
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2017;16,0
GASTO MEDIO POR PERSONA (Euros);Cataluña;Publicaciones periódicas;2016;19,3
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2023;26,3
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2022;30,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2021;32,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2020;36,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2019;37,3
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2018;42,1
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2017;38,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro;2016;48,5
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2023;4,4
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2022;5,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2021;6,5
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2020;6,5
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2019;9,4
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2018;11,9
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2017;11,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Publicaciones periódicas;2016;15,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2023;31,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2022;29,1
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2021;31,1
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2020;30,3
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2019;27,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2018;30,9
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2017;32,6
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro;2016;33,3
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2023;3,4
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2022;3,8
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2021;8,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2020;4,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2019;6,5
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2018;5,4
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2017;6,3
GASTO MEDIO POR PERSONA (Euros);Extremadura;Publicaciones periódicas;2016;10,9
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2023;44,1
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2022;40,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2021;45,6
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2020;49,7
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2019;36,2
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2018;36,5
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2017;31,5
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro;2016;32,0
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2023;14,2
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2022;13,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2021;16,9
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2020;17,7
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2019;14,9
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2018;16,0
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2017;17,3
GASTO MEDIO POR PERSONA (Euros);Galicia;Publicaciones periódicas;2016;23,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2023;47,1
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2022;51,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2021;42,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2020;52,2
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2019;56,8
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2018;63,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2017;67,4
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro;2016;69,8
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2023;6,4
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2022;7,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2021;9,7
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2020;9,7
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2019;14,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2018;14,8
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2017;17,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Publicaciones periódicas;2016;20,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2023;43,8
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2022;42,4
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2021;37,4
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2020;30,2
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2019;56,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2018;42,2
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2017;51,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro;2016;50,2
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2023;1,3
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2022;3,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2021;4,3
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2020;3,9
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2019;8,5
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2018;8,0
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2017;10,0
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Publicaciones periódicas;2016;16,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2023;26,5
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2022;35,0
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2021;30,7
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2020;27,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2019;39,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2018;48,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2017;45,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro;2016;47,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2023;26,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2022;30,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2021;33,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2020;37,5
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2019;30,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2018;36,7
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2017;43,0
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2016;43,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2023;30,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2022;38,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2021;37,0
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2020;36,5
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2019;34,1
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2018;37,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2017;37,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro;2016;49,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2023;30,5
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2022;28,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2021;34,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2020;38,7
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2019;35,7
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2018;38,5
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2017;48,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Publicaciones periódicas;2016;44,5
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2023;46,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2022;50,3
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2021;43,5
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2020;55,0
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2019;65,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2018;51,2
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2017;49,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro;2016;49,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2023;10,3
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2022;10,6
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2021;14,2
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2020;14,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2019;16,4
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2018;18,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2017;18,6
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Publicaciones periódicas;2016;23,3
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2023;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2022;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2021;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2020;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2019;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2018;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2017;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro;2016;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2023;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2022;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2021;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2020;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2019;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2018;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2017;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Publicaciones periódicas;2016;..
